day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-09-23,0.9265204264402964,0.5978459366107347,0.019237252714841314,0.8612003551837403,5.0
2025-09-24,-0.43765722470246365,0.4693676116793996,-0.24171208510614536,1.158513264779521,15.0
2025-09-25,-0.10064436405337822,0.7385591858766408,-0.07900995040136374,0.5521544745621941,10.0
2025-09-26,0.05452988981161867,1.1881043582948172,0.2541163289319699,1.001835931280905,34.0
2025-09-27,0.5001035475267549,0.9577070507006612,-0.010762833135527151,1.2043374312117625,8.0
2025-09-28,0.227557258562343,0.9023198593464384,-0.5643978722689859,1.2954807803722865,6.0
2025-09-29,-0.001994747777022296,0.5935602681465639,-0.17393431041320923,0.779505083472023,21.0
2025-09-30,-0.1632656111203762,0.9531359956885264,0.45228856078424085,0.6606117315281089,11.0
2025-10-01,0.3440618557210634,0.9371354177100308,0.07529120178157314,0.8387306151621104,18.0
2025-10-02,0.550031393064982,0.8444540043857789,0.38864028910826515,0.6115019506640492,6.0
2025-10-03,0.5523585069631675,0.7558171625116261,0.4141808690781185,0.9294404030047659,23.0
2025-10-04,-0.03366819600887436,0.5518429223398795,-0.45811449783512387,0.7646407758617979,15.0
2025-10-05,-0.1848512621418446,0.7761030755159054,-0.49026361085656284,0.9590633155924592,17.0
2025-10-06,0.25512062627592347,1.1250897359484244,-0.24027172701464342,0.8894804428862749,53.0
2025-10-07,-0.05018174773446436,0.8675794923615332,-0.11497674283593767,0.9674451093811621,85.0
2025-10-08,0.14270595006696207,0.9358321228943717,-0.08444736853569032,0.8713037923715663,88.0
2025-10-09,0.15274235758004875,0.9460478863076032,0.33686582271709625,0.8436521697723522,56.0
2025-10-10,0.009872139383603819,1.2344119807918796,0.13549691452859453,0.9989348708624335,50.0
2025-10-11,0.32042297786720997,1.0016588055542914,-0.021083890683557007,0.7093962063250542,24.0
2025-10-12,0.024297194756323272,0.847738263103127,0.044692985589176455,1.0019952034393627,22.0
2025-10-13,0.22289238567280614,1.0109124821939446,-0.03747206605489423,0.9544788257061407,83.0
2025-10-14,0.18351071835391936,0.9346934675015383,0.04099166005858188,0.93261809446453,81.0
2025-10-15,0.19055034378411276,1.065228206250798,0.061728368219523565,0.9972155887017896,49.0
2025-10-16,0.020277564312049533,0.9183848418530898,0.04984782476293057,1.0342146604611886,80.0
2025-10-17,-0.04739441785201469,1.0695691381201695,0.07239167609969595,0.9856777489612065,41.0
2025-10-18,-0.10527040226809184,0.8805529083030705,0.10094606738829796,0.9501992638867489,25.0
2025-10-19,0.532793780661911,0.7663194187728123,0.04853158255016423,0.7543516743493626,19.0
2025-10-20,0.0889070701747911,1.0305208177113565,0.11335076069117465,1.0466029785273445,22.0
2025-10-21,0.049017565056468676,0.8767537370878948,0.026066351558685103,1.0374302369394284,38.0
2025-10-22,-0.25300358202644263,1.2740147605118086,0.4366063117757584,1.0810549605911979,32.0
2025-10-23,0.05525467079482853,0.9685004579730877,0.026092475664635257,1.2925362510049423,27.0
2025-10-24,-0.17130835789404444,0.7412199886945342,-0.022877185992153364,0.9111363538496696,48.0
2025-10-25,0.07231167007427929,0.9153676738152035,-0.11484370304360662,1.019306850709768,28.0
2025-10-26,-0.08713147537488224,0.9916768621943299,0.16260152778463047,0.7770539943557019,24.0
2025-10-27,-0.15835941370281684,0.8631834743778407,-0.14890362908590593,0.9090288490199703,42.0
2025-10-28,-0.22794324955288034,0.9136946343612582,0.01248301347015078,0.9408774091696722,49.0
2025-10-29,-0.32492294383606024,0.8330703442592748,-0.02254105878407023,0.8491946308426409,50.0
2025-10-30,-0.16609793018439337,0.9175732166244602,-0.03586034931786874,0.9247739297561424,68.0
2025-10-31,0.25402013968678216,0.886259860159885,0.32104061037875514,1.1232738534547901,44.0
2025-11-01,-0.07605485054885347,1.1514473349616325,-0.14253282930624867,1.0219411693083145,42.0
2025-11-02,0.0004885510643934159,0.9467422550526412,0.4160174043606577,0.9742256020212369,17.0
2025-11-03,0.08087484458789755,0.8398997379602572,0.055934726546437094,1.0477712268943198,32.0
2025-11-04,-0.004451266878893904,0.9051735129435217,-0.03703270514167383,0.893719264169014,105.0
2025-11-05,0.07567179195068718,0.9951073404325875,-0.019120117780531038,0.8965536834579784,50.0
2025-11-06,-0.1590012662169768,1.0609575927158883,0.1003917988097562,0.9474858486346117,84.0
2025-11-07,0.013183459078852069,0.9804244538327858,0.1703077005385627,0.9307463844979924,64.0
2025-11-08,0.04749502232028924,0.9645135478801334,0.18518996334968787,0.9627695833500536,16.0
2025-11-09,-0.04814877811292486,0.9191618145059248,0.09551854023593723,0.6574749157188141,14.0
2025-11-10,-0.028093263754435837,0.8336412817463845,-0.08479972479904431,1.1043910948128062,40.0
2025-11-11,0.02653408459954242,0.9961027458112771,0.3363167818279741,0.934149574337615,47.0
2025-11-12,0.026258456928416305,0.7882006832101411,-0.04803863359479567,0.9187095580038404,61.0
2025-11-13,0.007670467575351161,0.7300046821215911,0.13603642368787108,0.7873809741233332,80.0
2025-11-14,-0.1116967561775865,0.953006161958653,0.10711734469231807,0.9733724305647186,67.0
2025-11-15,0.07200022003678122,0.8909110201507777,0.23220941095781342,0.9358535287480083,52.0
2025-11-16,0.23944255539766965,1.1818097779886099,0.3359683436226757,0.9114599575693717,48.0
2025-11-17,-0.13362071798247063,0.6916777393308172,-0.11085974828590751,0.8570809507312741,64.0
2025-11-18,-0.015678649794553412,0.9507831431982381,0.03920139608662471,1.0917191083589406,72.0
2025-11-19,-0.1131996238518608,1.2270363047428487,0.009251781540067026,1.0934798173033626,61.0
2025-11-20,-0.09488522712313448,0.9947520867219901,-0.11728773447536106,0.947582828839477,39.0
2025-11-21,-0.3226252554551936,0.8393228919851407,-0.07366807222307188,0.9546786755635496,32.0
2025-11-22,-0.061091195694914495,1.0100344782085318,0.03064196017354306,0.9281406704180634,56.0
2025-11-23,-0.02959042352289221,0.7085405395237149,-0.0834896803270059,0.9216454462174833,27.0
2025-11-24,0.11329168069148128,0.8431423181140878,-0.30226337704574735,0.8432454921305406,54.0
2025-11-25,0.3408730134664042,0.8123538588356821,-0.04612722394793843,0.8587949961475851,42.0
2025-11-26,-0.20652629895238964,0.8340449141771689,-0.47960229427341383,0.8591996861701063,60.0
2025-11-27,-0.04542460986305004,0.6895188283041275,-0.2344427723923779,0.6822427005882574,46.0
2025-11-28,0.0706029149875019,0.9028872388041449,-0.00891352969320827,0.8798553040789885,13.0
2025-11-29,-1.4782371143805144,1.8819006598553356,-0.06868616289782992,0.8764386898045746,2.0
2025-11-30,-0.9760744612678423,1.383217456925861,0.6622969698257084,1.135198644351257,5.0
2025-12-01,-0.15770675529287853,0.7628029848593595,-0.1414633577346284,0.6154007400861399,16.0
2025-12-02,-0.3546866367903537,0.7620310234554876,-0.7146132112024631,1.0857225205378251,14.0
2025-12-03,-0.13081701264949847,0.8893534741416202,-0.12494988835554233,0.830802892414905,31.0
2025-12-04,0.002204158848013542,0.9056360504551509,-0.012473925470639857,0.7591972383779726,17.0
2025-12-05,0.31354583259418883,1.5223736816665434,1.003399369558061,1.1934407559793965,33.0
2025-12-06,-0.29017724316114124,0.6248892060778888,0.18585151303556594,0.8688450666553421,15.0
2025-12-07,-0.16509317127952583,1.0343905538137819,-0.15846758822611165,0.6966254818124704,26.0
2025-12-08,-0.039202378695571624,1.0575273034000525,-0.39518660243703,0.7515470453586313,25.0
2025-12-09,-0.11661668066743265,0.6583447524123628,-0.38483232668351597,0.7962820790508983,25.0
2025-12-10,-0.156769491128005,1.3474371964162468,0.06559630984142434,1.1906604691183866,24.0
2025-12-11,0.25789808771053024,1.2995862679956638,0.005623052884280777,0.7184444561178667,10.0
2025-12-12,0.027063556431880922,0.4154592701843466,-0.3028620428370534,0.8811291400332278,22.0
2025-12-13,-0.49209179703954725,0.46486523239380834,-0.8867997505936734,0.8100748030242187,12.0
2025-12-14,-0.586684598636601,0.9764709142939135,0.09547699790679384,0.9353158934336527,11.0
2025-12-15,-0.5009290377545914,1.1758715705683669,0.02165530434378257,1.0791805990675032,9.0
2025-12-16,-0.009826866258011449,0.49087761823276954,-0.28020846599204857,0.8571681913934275,8.0
2025-12-17,0.1984936439668719,0.7638847375650575,0.2037788811622383,0.978646583523745,35.0
2025-12-18,-0.0836716323046476,0.7224545969573786,-0.28311325991078073,1.1456580827451583,4.0
2025-12-19,0.13952787995448726,0.9341008972319393,0.2554615407362856,0.9009748021561587,24.0
2025-12-20,0.08961039326262536,0.7788935782776052,0.3022215079043516,0.6145103610768533,28.0
